Provider Name,Street,City,State,Zip,Full Address,Phone,EvexiPEL Profile URL,Google Business URL
Lubbock Primary Care North,1120 West Loop 289,Lubbock,TX,79416,"1120 West Loop 289 Lubbock, TX 79416",(806) 606-0255,https://www.evexipel.com/hormone-replacement-therapy-provider/lubbock-primary-care-north-lubbock-tx/,
Lubbock Primary Care University,5015 University Ave,Lubbock,TX,79413,"5015 University Ave B1 Lubbock, TX 79413",(806) 835-5235,https://www.evexipel.com/hormone-replacement-therapy-provider/lubbock-primary-care-university-lubbock-tx/,
My Urgent Care Clinic Lubbock,2424 Quaker Ave,Lubbock,TX,79410,"2424 Quaker Ave Lubbock, TX 79410",(806) 602-0885,https://www.evexipel.com/hormone-replacement-therapy-provider/my-urgent-care-clinic-lubbock-tx/,
Pure Health LLC,8004 Quaker Avenue,Lubbock,TX,79424,"8004 Quaker Avenue Lubbock, TX 79424",(806) 298-6849,https://www.evexipel.com/hormone-replacement-therapy-provider/pure-health-llc-lubbock-tx/,
Quantum Wellness,5252 114th St,Lubbock,TX,79424,"5252 114th St Lubbock, TX 79424",(806) 515-2184,https://www.evexipel.com/hormone-replacement-therapy-provider/quantum-wellness-lubbock-tx/,
Rejuvenate,6205 43rd Street,Lubbock,TX,79407,"6205 43rd Street Lubbock, TX 79407",(806) 230-4432,https://www.evexipel.com/hormone-replacement-therapy-provider/rejuvenate-lubbock-tx/,
"Rhiannon Newsom, Np-C",3519 22Nd Place,Lubbock,TX,79410,"3519 22Nd Place Lubbock, TX 79410",(806) 792-3715,https://www.evexipel.com/hormone-replacement-therapy-provider/rhiannon-newsom-np-c-lubbock-tx/,
Sozo Health,6405 107th St.,Lubbock,TX,79424,"6405 107th St. #200 Lubbock, TX 79424",(806) 878-0254,https://www.evexipel.com/hormone-replacement-therapy-provider/sozo-health-lubbock-tx/,
The Bridge Clinics of Texas Lubbock,6701 Aberdeen Ave Ste 9,Lubbock,TX,79424,"6701 Aberdeen Ave Ste 9 Lubbock, TX 79424",(325) 313-3545,https://www.evexipel.com/hormone-replacement-therapy-provider/the-bridge-clinics-of-texas-lubbock-tx/,
The Spa by Sheena,8713 Milwaukee Ave Ste 200,Lubbock,TX,79424,"8713 Milwaukee Ave Ste 200 Lubbock, TX 79424",(806) 515-4571,https://www.evexipel.com/hormone-replacement-therapy-provider/the-spa-by-sheena-lubbock-tx/,
Women's Health Associates,4501 50th St Ste 200,Lubbock,TX,79414,"4501 50th St Ste 200 Lubbock, TX 79414",(806) 605-0424,https://www.evexipel.com/hormone-replacement-therapy-provider/womens-health-associates-lubbock-tx/,
First Choice Family Medicine - Hill,818 W Frank Ave,Lufkin,TX,75904,"818 W Frank Ave Lufkin, TX 75904",(936) 226-0481,https://www.evexipel.com/hormone-replacement-therapy-provider/first-choice-family-medicine-hill-lufkin-tx/,
First Choice Family Medicine - Whitley,818 W Frank Ave,Lufkin,TX,75904,"818 W Frank Ave Lufkin, TX 75904",(936) 342-7914,https://www.evexipel.com/hormone-replacement-therapy-provider/first-choice-family-medicine-whitley-lufkin-tx/,
Lufkin Family Medicine  Center,3804 S Medford Dr,Lufkin,TX,75901,"3804 S Medford Dr Lufkin, TX 75901",(936) 417-1165,https://www.evexipel.com/hormone-replacement-therapy-provider/lufkin-family-medicine-center-lufkin-tx/,
MediSlim Lufkin,3806 S. Medford Drive,Lufkin,TX,75901,"3806 S. Medford Drive Lufkin, TX 75901",(936) 292-3527,https://www.evexipel.com/hormone-replacement-therapy-provider/medislim-lufkin-tx/,
Revive Integrative Medicine,105 Westside Medical Blvd,Lufkin,TX,75904,"105 Westside Medical Blvd Lufkin, TX 75904",(936) 289-9186,https://www.evexipel.com/hormone-replacement-therapy-provider/revive-integrative-medicine-lufkin-tx/,
Rima Kittley MD Family Medicine,1501 Hanks St #,Lufkin,TX,75904,"1501 Hanks St # B Lufkin, TX 75904",(936) 410-4583,https://www.evexipel.com/hormone-replacement-therapy-provider/rima-kittley-md-family-medicine-lufkin-tx/,
Texas Urological Clinic,1704 E Denman Ave,Lufkin,TX,75901,"1704 E Denman Ave Lufkin, TX 75901",(936) 255-2744,https://www.evexipel.com/hormone-replacement-therapy-provider/texas-urological-clinic-lufkin-tx/,
Balanced Health,313 N Lhs Dr,Lumberton,TX,77657,"313 N Lhs Dr Lumberton, TX 77657",(409) 348-3585,https://www.evexipel.com/hormone-replacement-therapy-provider/balanced-health-lumberton-tx/,
The Wellness Firm,100 Canyon Lake Cir,Lumberton,TX,77657,"100 Canyon Lake Cir Lumberton, TX 77657",(409) 730-7005,https://www.evexipel.com/hormone-replacement-therapy-provider/the-wellness-firm-lumberton-tx/,
Biometric Profile Health,506 Honea Egypt Rd Ste 104,Magnolia,TX,77354,"506 Honea Egypt Rd  Ste 104 Magnolia, TX 77354",(281) 607-4105,https://www.evexipel.com/hormone-replacement-therapy-provider/biometric-profile-health-magnolia-tx/,
Davam Family Medicine,6018 Fm 1488 Rd,Magnolia,TX,77354,"6018 Fm 1488 Rd Magnolia, TX 77354",(346) 375-7522,https://www.evexipel.com/hormone-replacement-therapy-provider/davam-family-medicine-magnolia-tx/,
Joon Medical Corp,1316 Sendera Ranch Drive Ste.,Magnolia,TX,77354,"1316 Sendera Ranch Drive Ste. A Magnolia, TX 77354",(832) 698-8676,https://www.evexipel.com/hormone-replacement-therapy-provider/joon-medical-corp-magnolia-tx/,
Beauty Bar Health & Wellness Denver City,521 N,Main Denver City,TX,79323,"521 N Main Denver City, TX 79323",(806) 203-5979,https://www.evexipel.com/hormone-replacement-therapy-provider/beauty-bar-health-wellness-denver-city-tx/,
260 THMA MNS OBGYN,2302 Lone Star Rd Ste 260,Mansfield,TX,76063,"2302 Lone Star Rd Ste 260 Mansfield, TX 76063",(682) 281-5421,https://www.evexipel.com/hormone-replacement-therapy-provider/260-thma-mns-obgyn-mansfield-tx/,
Premier Women's Health,1758 Broad Park Cir. S,Mansfield,TX,76063,"1758 Broad Park Cir. S Mansfield, TX 76063",(972) 503-4630,https://www.evexipel.com/hormone-replacement-therapy-provider/premier-womens-health-mansfield-tx/,
TX Center for Urology - Mansfield,1759 Broad Park Circle South Suite 101,Mansfield,TX,76063,"1759 Broad Park Circle South Suite 101 Mansfield, TX 76063",(817) 769-3370,https://www.evexipel.com/hormone-replacement-therapy-provider/tx-center-for-urology-mansfield-tx/,
East Texas Health & Wellness,1600 S Washington Ave,Marshall,TX,75670,"1600 S Washington Ave Marshall, TX 75670",(903) 225-8476,https://www.evexipel.com/hormone-replacement-therapy-provider/east-texas-health-wellness-marshall-tx/,
Apricity Wellness and Aesthetics PLLC,2507 Buddy Owens Blvd,McAllen,TX,78504,"2507 Buddy Owens Blvd McAllen, TX 78504",(956) 446-2636,https://www.evexipel.com/hormone-replacement-therapy-provider/apricity-wellness-and-aesthetics-pllc-mcallen-tx/,
Beautified By Veronica Aesth & Wellness,6401 N 10 th St Suite 100,McAllen,TX,78504,"6401 N 10 th St Suite 100 McAllen, TX 78504",(956) 707-1228,https://www.evexipel.com/hormone-replacement-therapy-provider/beautified-by-veronica-aesth-wellness-mcallen-tx/,
Beauty and Health by Dr. Rashid,801 E Nolana Ave Ste 7,McAllen,TX,78504,"801 E Nolana Ave Ste 7 McAllen, TX 78504",(956) 297-0244,https://www.evexipel.com/hormone-replacement-therapy-provider/beauty-and-health-by-dr-rashid-mcallen-tx/,
"Compassionate Care Family Clinic, LLC",5408 N 10th St,McAllen,TX,78504,"5408 N 10th St McAllen, TX 78504",(956) 306-1114,https://www.evexipel.com/hormone-replacement-therapy-provider/compassionate-care-family-clinic-llc-mcallen-tx/,
Cosmetic Laser Center,715 Savannah Ave W,McAllen,TX,78503,"715 Savannah Ave W McAllen, TX 78503",(956) 758-8414,https://www.evexipel.com/hormone-replacement-therapy-provider/cosmetic-laser-center-mcallen-tx/,
Family Medicine Clinic,5800 N. 23rd Street,McAllen,TX,78504,"5800 N. 23rd Street McAllen, TX 78504",(956) 305-1459,https://www.evexipel.com/hormone-replacement-therapy-provider/family-medicine-clinic-mcallen-tx/,
Mother & Child Health Consultants,5305 N McColl Rd,McAllen,TX,78504,"5305 N McColl Rd McAllen, TX 78504",(956) 633-4080,https://www.evexipel.com/hormone-replacement-therapy-provider/mother-child-health-consultants-mcallen-tx/,
Optimal Lifestyle Medicine,520 E Dove Ave,McAllen,TX,78504,"520 E Dove Ave McAllen, TX 78504",(956) 663-4297,https://www.evexipel.com/hormone-replacement-therapy-provider/optimal-lifestyle-medicine-mcallen-tx/,
Revive Skin Group,4703 N 10th St,McAllen,TX,78504,"4703 N 10th St McAllen, TX 78504",(956) 396-0102,https://www.evexipel.com/hormone-replacement-therapy-provider/revive-skin-group-mcallen-tx/,
Uptown Medical Wellness & Anti-Aging Ctr,801 E Nolana Ave Ste 4,McAllen,TX,78504,"801 E Nolana Ave Ste 4 McAllen, TX 78504",(956) 903-2854,https://www.evexipel.com/hormone-replacement-therapy-provider/uptown-medical-wellness-anti-aging-ctr-mcallen-tx/,
Women's Center Of Excellence,4324 N McColl Rd,McAllen,TX,78504,"4324 N McColl Rd McAllen, TX 78504",(956) 474-3132,https://www.evexipel.com/hormone-replacement-therapy-provider/womens-center-of-excellence-mcallen-tx/,
Women's Clinic of South Texas - McAllen,316 Linberg Ave,McAllen,TX,78501,"316 Linberg Ave McAllen, TX 78501",(956) 300-3879,https://www.evexipel.com/hormone-replacement-therapy-provider/womens-clinic-of-south-texas-mcallen-tx/,
Ellen Mehta Advanced Practice,7701 Stacy Rd Ste 800,McKinney,TX,75070,"7701 Stacy Rd Ste 800 McKinney, TX 75070",(248) 218-9941,https://www.evexipel.com/hormone-replacement-therapy-provider/ellen-mehta-advanced-practice-mckinney-tx/,
Hartwater Wellness,7200 W University Dr Ste 170,McKinney,TX,75071,"7200 W University Dr Ste 170 McKinney, TX 75071",(903) 776-4854,https://www.evexipel.com/hormone-replacement-therapy-provider/hartwater-wellness-mckinney-tx/,
Doctor's Choice Medical & Rehab,4900 N. 10Th St Ste,Mcallen,TX,78504,"4900 N. 10Th St Ste D2 Mcallen, TX 78504",(956) 663-3482,https://www.evexipel.com/hormone-replacement-therapy-provider/doctors-choice-medical-rehab-mcallen-tx/,
"Elite Functional Health, Pllc",2215 W Fern Ave Ste,Mcallen,TX,78501,"2215 W Fern Ave Ste B Mcallen, TX 78501",(956) 253-1151,https://www.evexipel.com/hormone-replacement-therapy-provider/elite-functional-health-pllc-mcallen-tx/,
"Gholam A Kiani, MD, PA - Jackson Rd",5121 N Jackson Rd Ste 10,Mcallen,TX,78504,"5121 N Jackson Rd Ste 10 Mcallen, TX 78504",(956) 394-0267,https://www.evexipel.com/hormone-replacement-therapy-provider/gholam-a-kiani-md-pa-jackson-rd-mcallen-tx/,
Hero Family Medicine Pllc,1200 E Savannah Ave Suite 8,Mcallen,TX,78503,"1200 E Savannah Ave Suite 8 Mcallen, TX 78503",(956) 450-7044,https://www.evexipel.com/hormone-replacement-therapy-provider/hero-family-medicine-pllc-mcallen-tx/,
Revive Primary Care & Med Spa - Mckinney,4987 W University Dr Ste 150,Mckinney,TX,75071,"4987 W University Dr Ste 150 Mckinney, TX 75071",(903) 989-3250,https://www.evexipel.com/hormone-replacement-therapy-provider/revive-primary-care-med-spa-mckinney-tx/,
Village Health Partners MMV,7300 Eldorado Parkway Ste 200,Mckinney,TX,75070,"7300 Eldorado Parkway Ste 200 Mckinney, TX 75070",(214) 833-6613,https://www.evexipel.com/hormone-replacement-therapy-provider/village-health-partners-mmv-mckinney-tx/,
"Amarillo Urology Associates, LLP",1900,"Medi Park Dr, Amarillo",TX,79106,"1900 Medi Park Dr, Amarillo, TX 79106",(806) 602-8121,https://www.evexipel.com/hormone-replacement-therapy-provider/amarillo-urology-associates-llp-amarillo-tx/,
Texas Hormonal Replacement Wellness,1650 Republic Pkwy Ste 140,Mesquite,TX,75150,"1650 Republic Pkwy Ste 140 Mesquite, TX 75150",(469) 290-3175,https://www.evexipel.com/hormone-replacement-therapy-provider/texas-hormonal-replacement-wellness-mesquite-tx/,
"Doll Aesthetics, LLC",3300 N A St Ste 107,Midland,TX,79705,"3300 N A St Ste 107 Midland, TX 79705",(432) 237-3947,https://www.evexipel.com/hormone-replacement-therapy-provider/doll-aesthetics-llc-midland-tx/,
Elite Family Practice,1900 W Wall St Ste,Midland,TX,79701,"1900 W Wall St Ste A Midland, TX 79701",(432) 300-6639,https://www.evexipel.com/hormone-replacement-therapy-provider/elite-family-practice-midland-tx/,
EnviouSkin Aesthetics,1028 Andrews Hwy STE,Midland,TX,79701,"1028 Andrews Hwy STE H Midland, TX 79701",(432) 237-4615,https://www.evexipel.com/hormone-replacement-therapy-provider/enviouskin-aesthetics-midland-tx/,
"P. Douglas Cochran, Md",15 Smith Road Suite 3004,Midland,TX,79705,"15 Smith Road Suite 3004 Midland, TX 79705",(432) 237-3604,https://www.evexipel.com/hormone-replacement-therapy-provider/p-douglas-cochran-md-midland-tx/,
Vitality Lifestyle & Wellness,5105 Sunmore Cr Ste,Midland,TX,79707,"5105 Sunmore Cr Ste A Midland, TX 79707",(432) 216-4707,https://www.evexipel.com/hormone-replacement-therapy-provider/vitality-lifestyle-wellness-midland-tx/,
"Wild Roots Wellness Center, PLLC",1030 Andrews Highway Ste 108,Midland,TX,79701,"1030 Andrews Highway Ste 108 Midland, TX 79701",(432) 287-5739,https://www.evexipel.com/hormone-replacement-therapy-provider/wild-roots-wellness-center-pllc-midland-tx/,
Frontline Health & Wellness,200 S 14th St Ste 110,Midlothian,TX,76065,"200 S 14th St Ste 110 Midlothian, TX 76065",(817) 587-9060,https://www.evexipel.com/hormone-replacement-therapy-provider/frontline-health-wellness-midlothian-tx/,
Four Points Wellness,108 SW 6th Ave,Mineral Wells,TX,76067,"108 SW 6th Ave Mineral Wells, TX 76067",(817) 631-1801,https://www.evexipel.com/hormone-replacement-therapy-provider/four-points-wellness-mineral-wells-tx/,
Aesthetics by Liz,2134 E Griffin Pkwy,Mission,TX,78572,"2134 E Griffin Pkwy Mission, TX 78572",(956) 305-0289,https://www.evexipel.com/hormone-replacement-therapy-provider/aesthetics-by-liz-mission-tx/,
Beautilase Med Spa,1500 S Bryan Rd,Mission,TX,78572,"1500 S Bryan Rd Mission, TX 78572",(956) 405-7277,https://www.evexipel.com/hormone-replacement-therapy-provider/beautilase-med-spa-mission-tx/,
Mission Doctor's Group,910 S. Bryan Rd. Suite 104,Mission,TX,78572,"910 S. Bryan Rd. Suite 104 Mission, TX 78572",(956) 277-9103,https://www.evexipel.com/hormone-replacement-therapy-provider/mission-doctors-group-mission-tx/,
Mission Family Clinic,1512 E Griffin Pkwy Ste,Mission,TX,78572,"1512 E Griffin Pkwy Ste 12A Mission, TX 78572",(956) 903-2245,https://www.evexipel.com/hormone-replacement-therapy-provider/mission-family-clinic-mission-tx/,
"Gretchen M Velasco, MD, PA",910 S. Bryan Rd Ste 204,Misson,TX,78572,"910 S. Bryan Rd  Ste 204 Misson, TX 78572",(956) 797-7534,https://www.evexipel.com/hormone-replacement-therapy-provider/gretchen-m-velasco-md-pa-mission-tx/,
Mont Belvieu Family Wellness,11316 Eagle Dr,Mont Belvieu,TX,77523,"11316 Eagle Dr Mont Belvieu, TX 77523",(936) 256-2434,https://www.evexipel.com/hormone-replacement-therapy-provider/mont-belvieu-family-wellness-mont-belvieu-tx/,
Advanced Hormone Therapy Of Montgomery,19782 Highway 105 W Ste 111,Montgomery,TX,77356,"19782 Highway 105 W Ste 111 Montgomery, TX 77356",(334) 409-6870,https://www.evexipel.com/hormone-replacement-therapy-provider/advanced-hormone-therapy-of-montgomery-tx/,
Simply Creative Aesthetics,920 Pine Market Ave Suite 100,Montgomery,TX,77316,"920 Pine Market Ave Suite 100 Montgomery, TX 77316",(936) 237-6599,https://www.evexipel.com/hormone-replacement-therapy-provider/simply-creative-aesthetics-montgomery-tx/,
Woodlands Medical (Montgomery),18001 TX 105 Suite 208,Montgomery,TX,77356,"18001 TX 105 Suite 208 Montgomery, TX 77356",(936) 273-9053,https://www.evexipel.com/hormone-replacement-therapy-provider/woodlands-medical-montgomery-tx/,
NEWU by Bello Med Spa,120 E 3rd street,Mount Pleasant,TX,75455,"120 E 3rd street Mount Pleasant, TX 75455",(817) 623-5361,https://www.evexipel.com/hormone-replacement-therapy-provider/newu-by-bello-med-spa-mt-pleasant-tx/,
Muenster Family Medical,134 S Mesquite St,Muenster,TX,76252,"134 S Mesquite St Muenster, TX 76252",(940) 736-9743,https://www.evexipel.com/hormone-replacement-therapy-provider/muenster-family-medical-muenster-tx/,
Cline Family Medicine (Nacogdoches),3900 NE Stallings Drive Ste 101,Nacogdoches,TX,75965,"3900 NE Stallings Drive Ste 101 Nacogdoches, TX 75965",(936) 209-7165,https://www.evexipel.com/hormone-replacement-therapy-provider/cline-family-medicine-nacogdoches-tx/,
MediSlim Nacogdoches,4415 North Street Suite 107,Nacogdoches,TX,75965,"4415 North Street Suite 107 Nacogdoches, TX 75965",(936) 301-1172,https://www.evexipel.com/hormone-replacement-therapy-provider/medislim-nacogdoches-tx/,
My MD Select,3618 N. University Dr.,Nacogdoches,TX,75965,"3618 N. University Dr. Nacogdoches, TX 75965",(936) 247-0565,https://www.evexipel.com/hormone-replacement-therapy-provider/my-md-select-nacogdoches-tx/,
Aesthetics of Central Texas,2115 Stephens Pl Ste 900,New Braunfels,TX,78130,"2115 Stephens Pl Ste 900 New Braunfels, TX 78130",(830) 271-3991,https://www.evexipel.com/hormone-replacement-therapy-provider/aesthetics-of-central-texas-san-marcos-tx/,
Glam House Aesthetics & Wellness,1108 W Coll St,New Braunfels,TX,78130,"1108 W Coll St New Braunfels, TX 78130",(830) 463-6954,https://www.evexipel.com/hormone-replacement-therapy-provider/glam-house-aesthetics-wellness-new-braunfels-tx/,
Neighborhood Wellness Clinic (New Braunf),1551 N Walnut Ave Suite 42,New Braunfels,TX,78130,"1551 N Walnut Ave Suite 42 New Braunfels, TX 78130",(830) 327-0153,https://www.evexipel.com/hormone-replacement-therapy-provider/neighborhood-wellness-clinic-new-braunf-new-braunfels-tx/,
Newman & Company,125 S Business IH 35,New Braunfels,TX,78130,"125 S Business IH 35 New Braunfels, TX 78130",(830) 498-0567,https://www.evexipel.com/hormone-replacement-therapy-provider/newman-company-new-braunfels-tx/,
Strive IV and Wellness,1260 River Acres Dr,New Braunfels,TX,78130,"1260 River Acres Dr New Braunfels, TX 78130",(830) 406-4799,https://www.evexipel.com/hormone-replacement-therapy-provider/strive-iv-and-wellness-new-braunfels-tx/,
Unique Health and Body,349 Creekside Way Ste 14,New Braunfels,TX,78130,"349 Creekside Way Ste 14 New Braunfels, TX 78130",(830) 402-4032,https://www.evexipel.com/hormone-replacement-therapy-provider/unique-health-and-body-new-braunfels-tx/,
"Dustin Pratt, Md",1001 Highway 83,North Childress,TX,79201,"1001 Highway 83 North Childress, TX 79201",(940) 461-7018,https://www.evexipel.com/hormone-replacement-therapy-provider/dustin-pratt-md-childress-tx/,
"Primary Care Simplified, Pllc",8376 Davis Blvd Ste 262,North Richland Hills,TX,76182,"8376 Davis Blvd Ste 262 North Richland Hills, TX 76182",(817) 482-0935,https://www.evexipel.com/hormone-replacement-therapy-provider/primary-care-simplified-pllc-north-richland-hills-tx/,
Rockport Wellness,1121 Hwy 35,North Rockport,TX,78382,"1121 Hwy 35 North Rockport, TX 78382",(361) 450-3807,https://www.evexipel.com/hormone-replacement-therapy-provider/rockport-wellness-rockport-tx/,
"OccuMed Kacee Dunavan, FNP",5000 E University Blvd Ste 6,Odessa,TX,79762,"5000 E University Blvd Ste 6 Odessa, TX 79762",(432) 249-3905,https://www.evexipel.com/hormone-replacement-therapy-provider/occumed-kacee-dunavan-fnp-odessa-tx/,
Pandeia,501 Bernice Ave,Odessa,TX,79763,"501 Bernice Ave Odessa, TX 79763",(432) 302-4725,https://www.evexipel.com/hormone-replacement-therapy-provider/pandeia-odessa-tx/,
Simply Gorgeous Aesthetics,5000 Ne Loop 338 Ste 108,Odessa,TX,79762,"5000 Ne Loop 338 Ste 108 Odessa, TX 79762",(432) 777-3203,https://www.evexipel.com/hormone-replacement-therapy-provider/simply-gorgeous-aesthetics-odessa-tx/,
