query,Provider Name,Full Address,Phone
"Cornerstone OBGYN, 3715 21st St Lubbock, TX 79410",Cornerstone OBGYN,"3715 21st St Lubbock, TX 79410",(806) 607-8552
"Corona Concierge Care, 6418 98th St Ste 100 Lubbock, TX 79424",Corona Concierge Care,"6418 98th St Ste 100 Lubbock, TX 79424",(806) 835-5787
"Elite Primary Care and Wellness, 8713 Milwaukee Ave Ste 100 Lubbock, TX 79424",Elite Primary Care and Wellness,"8713 Milwaukee Ave Ste 100 Lubbock, TX 79424",(806) 630-0479
"Estrada Health & Wellness, 11915 Frankford Ave Ste 200 Lubbock, TX 79424",Estrada Health & Wellness,"11915 Frankford Ave Ste 200 Lubbock, TX 79424",(806) 450-5666
"IV League, 4715 w Loop 289 Lubbock, TX 79414",IV League,"4715 w Loop 289 Lubbock, TX 79414",(806) 515-4520
"Interventional Pain & Regenerative Med, 4642 N Loop 289 Ste 209 Lubbock, TX 79424",Interventional Pain & Regenerative Med,"4642 N Loop 289 Ste 209 Lubbock, TX 79424",(806) 203-5651
"Lubbock Advanced Physical Medicine, 2230 Indiana Avenue Lubbock, TX 79410",Lubbock Advanced Physical Medicine,"2230 Indiana Avenue Lubbock, TX 79410",(806) 515-2036
"Lubbock Cooper Health Center, 12115 Indiana Ave Lubbock, TX 79423",Lubbock Cooper Health Center,"12115 Indiana Ave Lubbock, TX 79423",(806) 429-4937
"Lubbock Family Medicine, 7008 Indiana Ave Ste A Lubbock, TX 79413",Lubbock Family Medicine,"7008 Indiana Ave Ste A Lubbock, TX 79413",(806) 606-0948
"Lubbock Primary Care, 11007 Quaker Ave Lubbock, TX 79424",Lubbock Primary Care,"11007 Quaker Ave Lubbock, TX 79424",(806) 203-6077
"Lubbock Primary Care Milwaukee, 10709 Milwaukee Ave Lubbock, TX 79424",Lubbock Primary Care Milwaukee,"10709 Milwaukee Ave Lubbock, TX 79424",(806) 607-6552
"Lubbock Primary Care North, 1120 West Loop 289 Lubbock, TX 79416",Lubbock Primary Care North,"1120 West Loop 289 Lubbock, TX 79416",(806) 606-0255
"Lubbock Primary Care University, 5015 University Ave B1 Lubbock, TX 79413",Lubbock Primary Care University,"5015 University Ave B1 Lubbock, TX 79413",(806) 835-5235
"My Urgent Care Clinic Lubbock, 2424 Quaker Ave Lubbock, TX 79410",My Urgent Care Clinic Lubbock,"2424 Quaker Ave Lubbock, TX 79410",(806) 602-0885
"Pure Health LLC, 8004 Quaker Avenue Lubbock, TX 79424",Pure Health LLC,"8004 Quaker Avenue Lubbock, TX 79424",(806) 298-6849
"Quantum Wellness, 5252 114th St Lubbock, TX 79424",Quantum Wellness,"5252 114th St Lubbock, TX 79424",(806) 515-2184
"Rejuvenate, 6205 43rd Street Lubbock, TX 79407",Rejuvenate,"6205 43rd Street Lubbock, TX 79407",(806) 230-4432
"Rhiannon Newsom, Np-C, 3519 22Nd Place Lubbock, TX 79410","Rhiannon Newsom, Np-C","3519 22Nd Place Lubbock, TX 79410",(806) 792-3715
"Sozo Health, 6405 107th St. #200 Lubbock, TX 79424",Sozo Health,"6405 107th St. #200 Lubbock, TX 79424",(806) 878-0254
"The Bridge Clinics of Texas Lubbock, 6701 Aberdeen Ave Ste 9 Lubbock, TX 79424",The Bridge Clinics of Texas Lubbock,"6701 Aberdeen Ave Ste 9 Lubbock, TX 79424",(325) 313-3545
"The Spa by Sheena, 8713 Milwaukee Ave Ste 200 Lubbock, TX 79424",The Spa by Sheena,"8713 Milwaukee Ave Ste 200 Lubbock, TX 79424",(806) 515-4571
"Women's Health Associates, 4501 50th St Ste 200 Lubbock, TX 79414",Women's Health Associates,"4501 50th St Ste 200 Lubbock, TX 79414",(806) 605-0424
"First Choice Family Medicine - Hill, 818 W Frank Ave Lufkin, TX 75904",First Choice Family Medicine - Hill,"818 W Frank Ave Lufkin, TX 75904",(936) 226-0481
"First Choice Family Medicine - Whitley, 818 W Frank Ave Lufkin, TX 75904",First Choice Family Medicine - Whitley,"818 W Frank Ave Lufkin, TX 75904",(936) 342-7914
"Lufkin Family Medicine  Center, 3804 S Medford Dr Lufkin, TX 75901",Lufkin Family Medicine  Center,"3804 S Medford Dr Lufkin, TX 75901",(936) 417-1165
"MediSlim Lufkin, 3806 S. Medford Drive Lufkin, TX 75901",MediSlim Lufkin,"3806 S. Medford Drive Lufkin, TX 75901",(936) 292-3527
"Revive Integrative Medicine, 105 Westside Medical Blvd Lufkin, TX 75904",Revive Integrative Medicine,"105 Westside Medical Blvd Lufkin, TX 75904",(936) 289-9186
"Rima Kittley MD Family Medicine, 1501 Hanks St # B Lufkin, TX 75904",Rima Kittley MD Family Medicine,"1501 Hanks St # B Lufkin, TX 75904",(936) 410-4583
"Texas Urological Clinic, 1704 E Denman Ave Lufkin, TX 75901",Texas Urological Clinic,"1704 E Denman Ave Lufkin, TX 75901",(936) 255-2744
"Balanced Health, 313 N Lhs Dr Lumberton, TX 77657",Balanced Health,"313 N Lhs Dr Lumberton, TX 77657",(409) 348-3585
"The Wellness Firm, 100 Canyon Lake Cir Lumberton, TX 77657",The Wellness Firm,"100 Canyon Lake Cir Lumberton, TX 77657",(409) 730-7005
"Biometric Profile Health, 506 Honea Egypt Rd  Ste 104 Magnolia, TX 77354",Biometric Profile Health,"506 Honea Egypt Rd  Ste 104 Magnolia, TX 77354",(281) 607-4105
"Davam Family Medicine, 6018 Fm 1488 Rd Magnolia, TX 77354",Davam Family Medicine,"6018 Fm 1488 Rd Magnolia, TX 77354",(346) 375-7522
"Joon Medical Corp, 1316 Sendera Ranch Drive Ste. A Magnolia, TX 77354",Joon Medical Corp,"1316 Sendera Ranch Drive Ste. A Magnolia, TX 77354",(832) 698-8676
"Beauty Bar Health & Wellness Denver City, 521 N Main Denver City, TX 79323",Beauty Bar Health & Wellness Denver City,"521 N Main Denver City, TX 79323",(806) 203-5979
"260 THMA MNS OBGYN, 2302 Lone Star Rd Ste 260 Mansfield, TX 76063",260 THMA MNS OBGYN,"2302 Lone Star Rd Ste 260 Mansfield, TX 76063",(682) 281-5421
"Premier Women's Health, 1758 Broad Park Cir. S Mansfield, TX 76063",Premier Women's Health,"1758 Broad Park Cir. S Mansfield, TX 76063",(972) 503-4630
"TX Center for Urology - Mansfield, 1759 Broad Park Circle South Suite 101 Mansfield, TX 76063",TX Center for Urology - Mansfield,"1759 Broad Park Circle South Suite 101 Mansfield, TX 76063",(817) 769-3370
"East Texas Health & Wellness, 1600 S Washington Ave Marshall, TX 75670",East Texas Health & Wellness,"1600 S Washington Ave Marshall, TX 75670",(903) 225-8476
"Apricity Wellness and Aesthetics PLLC, 2507 Buddy Owens Blvd McAllen, TX 78504",Apricity Wellness and Aesthetics PLLC,"2507 Buddy Owens Blvd McAllen, TX 78504",(956) 446-2636
"Beautified By Veronica Aesth & Wellness, 6401 N 10 th St Suite 100 McAllen, TX 78504",Beautified By Veronica Aesth & Wellness,"6401 N 10 th St Suite 100 McAllen, TX 78504",(956) 707-1228
"Beauty and Health by Dr. Rashid, 801 E Nolana Ave Ste 7 McAllen, TX 78504",Beauty and Health by Dr. Rashid,"801 E Nolana Ave Ste 7 McAllen, TX 78504",(956) 297-0244
"Compassionate Care Family Clinic, LLC, 5408 N 10th St McAllen, TX 78504","Compassionate Care Family Clinic, LLC","5408 N 10th St McAllen, TX 78504",(956) 306-1114
"Cosmetic Laser Center, 715 Savannah Ave W McAllen, TX 78503",Cosmetic Laser Center,"715 Savannah Ave W McAllen, TX 78503",(956) 758-8414
"Family Medicine Clinic, 5800 N. 23rd Street McAllen, TX 78504",Family Medicine Clinic,"5800 N. 23rd Street McAllen, TX 78504",(956) 305-1459
"Mother & Child Health Consultants, 5305 N McColl Rd McAllen, TX 78504",Mother & Child Health Consultants,"5305 N McColl Rd McAllen, TX 78504",(956) 633-4080
"Optimal Lifestyle Medicine, 520 E Dove Ave McAllen, TX 78504",Optimal Lifestyle Medicine,"520 E Dove Ave McAllen, TX 78504",(956) 663-4297
"Revive Skin Group, 4703 N 10th St McAllen, TX 78504",Revive Skin Group,"4703 N 10th St McAllen, TX 78504",(956) 396-0102
"Uptown Medical Wellness & Anti-Aging Ctr, 801 E Nolana Ave Ste 4 McAllen, TX 78504",Uptown Medical Wellness & Anti-Aging Ctr,"801 E Nolana Ave Ste 4 McAllen, TX 78504",(956) 903-2854
"Women's Center Of Excellence, 4324 N McColl Rd McAllen, TX 78504",Women's Center Of Excellence,"4324 N McColl Rd McAllen, TX 78504",(956) 474-3132
"Women's Clinic of South Texas - McAllen, 316 Linberg Ave McAllen, TX 78501",Women's Clinic of South Texas - McAllen,"316 Linberg Ave McAllen, TX 78501",(956) 300-3879
"Ellen Mehta Advanced Practice, 7701 Stacy Rd Ste 800 McKinney, TX 75070",Ellen Mehta Advanced Practice,"7701 Stacy Rd Ste 800 McKinney, TX 75070",(248) 218-9941
"Hartwater Wellness, 7200 W University Dr Ste 170 McKinney, TX 75071",Hartwater Wellness,"7200 W University Dr Ste 170 McKinney, TX 75071",(903) 776-4854
"Doctor's Choice Medical & Rehab, 4900 N. 10Th St Ste D2 Mcallen, TX 78504",Doctor's Choice Medical & Rehab,"4900 N. 10Th St Ste D2 Mcallen, TX 78504",(956) 663-3482
"Elite Functional Health, Pllc, 2215 W Fern Ave Ste B Mcallen, TX 78501","Elite Functional Health, Pllc","2215 W Fern Ave Ste B Mcallen, TX 78501",(956) 253-1151
"Gholam A Kiani, MD, PA - Jackson Rd, 5121 N Jackson Rd Ste 10 Mcallen, TX 78504","Gholam A Kiani, MD, PA - Jackson Rd","5121 N Jackson Rd Ste 10 Mcallen, TX 78504",(956) 394-0267
"Hero Family Medicine Pllc, 1200 E Savannah Ave Suite 8 Mcallen, TX 78503",Hero Family Medicine Pllc,"1200 E Savannah Ave Suite 8 Mcallen, TX 78503",(956) 450-7044
"Revive Primary Care & Med Spa - Mckinney, 4987 W University Dr Ste 150 Mckinney, TX 75071",Revive Primary Care & Med Spa - Mckinney,"4987 W University Dr Ste 150 Mckinney, TX 75071",(903) 989-3250
"Village Health Partners MMV, 7300 Eldorado Parkway Ste 200 Mckinney, TX 75070",Village Health Partners MMV,"7300 Eldorado Parkway Ste 200 Mckinney, TX 75070",(214) 833-6613
"Amarillo Urology Associates, LLP, 1900 Medi Park Dr, Amarillo, TX 79106","Amarillo Urology Associates, LLP","1900 Medi Park Dr, Amarillo, TX 79106",(806) 602-8121
"Texas Hormonal Replacement Wellness, 1650 Republic Pkwy Ste 140 Mesquite, TX 75150",Texas Hormonal Replacement Wellness,"1650 Republic Pkwy Ste 140 Mesquite, TX 75150",(469) 290-3175
"Doll Aesthetics, LLC, 3300 N A St Ste 107 Midland, TX 79705","Doll Aesthetics, LLC","3300 N A St Ste 107 Midland, TX 79705",(432) 237-3947
"Elite Family Practice, 1900 W Wall St Ste A Midland, TX 79701",Elite Family Practice,"1900 W Wall St Ste A Midland, TX 79701",(432) 300-6639
"EnviouSkin Aesthetics, 1028 Andrews Hwy STE H Midland, TX 79701",EnviouSkin Aesthetics,"1028 Andrews Hwy STE H Midland, TX 79701",(432) 237-4615
"P. Douglas Cochran, Md, 15 Smith Road Suite 3004 Midland, TX 79705","P. Douglas Cochran, Md","15 Smith Road Suite 3004 Midland, TX 79705",(432) 237-3604
"Vitality Lifestyle & Wellness, 5105 Sunmore Cr Ste A Midland, TX 79707",Vitality Lifestyle & Wellness,"5105 Sunmore Cr Ste A Midland, TX 79707",(432) 216-4707
"Wild Roots Wellness Center, PLLC, 1030 Andrews Highway Ste 108 Midland, TX 79701","Wild Roots Wellness Center, PLLC","1030 Andrews Highway Ste 108 Midland, TX 79701",(432) 287-5739
"Frontline Health & Wellness, 200 S 14th St Ste 110 Midlothian, TX 76065",Frontline Health & Wellness,"200 S 14th St Ste 110 Midlothian, TX 76065",(817) 587-9060
"Four Points Wellness, 108 SW 6th Ave Mineral Wells, TX 76067",Four Points Wellness,"108 SW 6th Ave Mineral Wells, TX 76067",(817) 631-1801
"Aesthetics by Liz, 2134 E Griffin Pkwy Mission, TX 78572",Aesthetics by Liz,"2134 E Griffin Pkwy Mission, TX 78572",(956) 305-0289
"Beautilase Med Spa, 1500 S Bryan Rd Mission, TX 78572",Beautilase Med Spa,"1500 S Bryan Rd Mission, TX 78572",(956) 405-7277
"Mission Doctor's Group, 910 S. Bryan Rd. Suite 104 Mission, TX 78572",Mission Doctor's Group,"910 S. Bryan Rd. Suite 104 Mission, TX 78572",(956) 277-9103
"Mission Family Clinic, 1512 E Griffin Pkwy Ste 12A Mission, TX 78572",Mission Family Clinic,"1512 E Griffin Pkwy Ste 12A Mission, TX 78572",(956) 903-2245
"Gretchen M Velasco, MD, PA, 910 S. Bryan Rd  Ste 204 Misson, TX 78572","Gretchen M Velasco, MD, PA","910 S. Bryan Rd  Ste 204 Misson, TX 78572",(956) 797-7534
"Mont Belvieu Family Wellness, 11316 Eagle Dr Mont Belvieu, TX 77523",Mont Belvieu Family Wellness,"11316 Eagle Dr Mont Belvieu, TX 77523",(936) 256-2434
"Advanced Hormone Therapy Of Montgomery, 19782 Highway 105 W Ste 111 Montgomery, TX 77356",Advanced Hormone Therapy Of Montgomery,"19782 Highway 105 W Ste 111 Montgomery, TX 77356",(334) 409-6870
"Simply Creative Aesthetics, 920 Pine Market Ave Suite 100 Montgomery, TX 77316",Simply Creative Aesthetics,"920 Pine Market Ave Suite 100 Montgomery, TX 77316",(936) 237-6599
"Woodlands Medical (Montgomery), 18001 TX 105 Suite 208 Montgomery, TX 77356",Woodlands Medical (Montgomery),"18001 TX 105 Suite 208 Montgomery, TX 77356",(936) 273-9053
"NEWU by Bello Med Spa, 120 E 3rd street Mount Pleasant, TX 75455",NEWU by Bello Med Spa,"120 E 3rd street Mount Pleasant, TX 75455",(817) 623-5361
"Muenster Family Medical, 134 S Mesquite St Muenster, TX 76252",Muenster Family Medical,"134 S Mesquite St Muenster, TX 76252",(940) 736-9743
"Cline Family Medicine (Nacogdoches), 3900 NE Stallings Drive Ste 101 Nacogdoches, TX 75965",Cline Family Medicine (Nacogdoches),"3900 NE Stallings Drive Ste 101 Nacogdoches, TX 75965",(936) 209-7165
"MediSlim Nacogdoches, 4415 North Street Suite 107 Nacogdoches, TX 75965",MediSlim Nacogdoches,"4415 North Street Suite 107 Nacogdoches, TX 75965",(936) 301-1172
"My MD Select, 3618 N. University Dr. Nacogdoches, TX 75965",My MD Select,"3618 N. University Dr. Nacogdoches, TX 75965",(936) 247-0565
"Aesthetics of Central Texas, 2115 Stephens Pl Ste 900 New Braunfels, TX 78130",Aesthetics of Central Texas,"2115 Stephens Pl Ste 900 New Braunfels, TX 78130",(830) 271-3991
"Glam House Aesthetics & Wellness, 1108 W Coll St New Braunfels, TX 78130",Glam House Aesthetics & Wellness,"1108 W Coll St New Braunfels, TX 78130",(830) 463-6954
"Neighborhood Wellness Clinic (New Braunf), 1551 N Walnut Ave Suite 42 New Braunfels, TX 78130",Neighborhood Wellness Clinic (New Braunf),"1551 N Walnut Ave Suite 42 New Braunfels, TX 78130",(830) 327-0153
"Newman & Company, 125 S Business IH 35 New Braunfels, TX 78130",Newman & Company,"125 S Business IH 35 New Braunfels, TX 78130",(830) 498-0567
"Strive IV and Wellness, 1260 River Acres Dr New Braunfels, TX 78130",Strive IV and Wellness,"1260 River Acres Dr New Braunfels, TX 78130",(830) 406-4799
"Unique Health and Body, 349 Creekside Way Ste 14 New Braunfels, TX 78130",Unique Health and Body,"349 Creekside Way Ste 14 New Braunfels, TX 78130",(830) 402-4032
"Dustin Pratt, Md, 1001 Highway 83 North Childress, TX 79201","Dustin Pratt, Md","1001 Highway 83 North Childress, TX 79201",(940) 461-7018
"Primary Care Simplified, Pllc, 8376 Davis Blvd Ste 262 North Richland Hills, TX 76182","Primary Care Simplified, Pllc","8376 Davis Blvd Ste 262 North Richland Hills, TX 76182",(817) 482-0935
"Rockport Wellness, 1121 Hwy 35 North Rockport, TX 78382",Rockport Wellness,"1121 Hwy 35 North Rockport, TX 78382",(361) 450-3807
"OccuMed Kacee Dunavan, FNP, 5000 E University Blvd Ste 6 Odessa, TX 79762","OccuMed Kacee Dunavan, FNP","5000 E University Blvd Ste 6 Odessa, TX 79762",(432) 249-3905
"Pandeia, 501 Bernice Ave Odessa, TX 79763",Pandeia,"501 Bernice Ave Odessa, TX 79763",(432) 302-4725
"Simply Gorgeous Aesthetics, 5000 Ne Loop 338 Ste 108 Odessa, TX 79762",Simply Gorgeous Aesthetics,"5000 Ne Loop 338 Ste 108 Odessa, TX 79762",(432) 777-3203
"Trinity Family Medicine, 6100 Eastridge Rd. Odessa, TX 79762",Trinity Family Medicine,"6100 Eastridge Rd. Odessa, TX 79762",(432) 272-1072
"Vive Wellness and Medical Aesthetics, 6005 Eastridge Rd Ste 255 Odessa, TX 79762",Vive Wellness and Medical Aesthetics,"6005 Eastridge Rd Ste 255 Odessa, TX 79762",(432) 614-9663
"Bella Vita Health and Wellness, 514 E Orange  Ste A Orange Grove, TX 78372",Bella Vita Health and Wellness,"514 E Orange  Ste A Orange Grove, TX 78372",(361) 203-2345
"Family Care Clinic of Panhandle, 102 E. HW 60 Panhandle, TX 79086",Family Care Clinic of Panhandle,"102 E. HW 60 Panhandle, TX 79086",(806) 298-6205
"Complete Care Clinic, 2745 Ne Loop 286 Paris, TX 75460",Complete Care Clinic,"2745 Ne Loop 286 Paris, TX 75460",(430) 444-5231
"Regenesis Med Spa, 1122 East Austin St. Paris, TX 75460",Regenesis Med Spa,"1122 East Austin St. Paris, TX 75460",(430) 444-5189
"Rejuvenation Laser Spa, LLC, 5119 Fairmont Pkwy Suite A Pasadena, TX 77505","Rejuvenation Laser Spa, LLC","5119 Fairmont Pkwy Suite A Pasadena, TX 77505",(346) 567-8346
"Adi Medspa, 11331 James Watt Dr Bldg 100 El Paso, TX 79936",Adi Medspa,"11331 James Watt Dr Bldg 100 El Paso, TX 79936",(915) 465-9178
"Amare Wellness Center, 5860 N Mesa St Ste 111 El Paso, TX 79912",Amare Wellness Center,"5860 N Mesa St Ste 111 El Paso, TX 79912",(575) 619-7554
"Bio Drip Wellness & Longevity, 935 Sunland Park Dr Ste 102 El Paso, TX 79922",Bio Drip Wellness & Longevity,"935 Sunland Park Dr Ste 102 El Paso, TX 79922",(915) 221-8615
"Cares Medical Clinic, 3130 Lee Trevino  Ste 114A El Paso, TX 79936",Cares Medical Clinic,"3130 Lee Trevino  Ste 114A El Paso, TX 79936",(915) 621-5863
"Diabetes & Thyroid Metabolic Clinic, 6955 N. Mesa St Ste. 108 El Paso, TX 79912",Diabetes & Thyroid Metabolic Clinic,"6955 N. Mesa St Ste. 108 El Paso, TX 79912",(915) 995-5620
"Dr. Galo Rodarte, 400 E Robinson Ave Ste A El Paso, TX 79902",Dr. Galo Rodarte,"400 E Robinson Ave Ste A El Paso, TX 79902",(575) 448-9817
"El Paso Wellness Associates, LLC, 1600 N Lee Trevino DR  St A2 El Paso, TX 79936","El Paso Wellness Associates, LLC","1600 N Lee Trevino DR  St A2 El Paso, TX 79936",(915) 233-6674
"Ep Preventive Care, 154 North Festival Drive Ste. A El Paso, TX 79912",Ep Preventive Care,"154 North Festival Drive Ste. A El Paso, TX 79912",(575) 448-9735
"GALMed Family Clinic, 11125 La Quinta Pl Ste B El Paso, TX 79936",GALMed Family Clinic,"11125 La Quinta Pl Ste B El Paso, TX 79936",(915) 312-0275
"Garcia Family Medicine, 11355 Montwood Dr Ste A El Paso, TX 79936",Garcia Family Medicine,"11355 Montwood Dr Ste A El Paso, TX 79936",(915) 292-7883
"Higher Level Skin & Beauty El Paso, 9398 Viscount Blvd Bldg 5A El Paso, TX 79925",Higher Level Skin & Beauty El Paso,"9398 Viscount Blvd Bldg 5A El Paso, TX 79925",(915) 223-6705
"Injury Medical Clinic PA, 11860 Vista Del Sol Dr El Paso, TX 79936",Injury Medical Clinic PA,"11860 Vista Del Sol Dr El Paso, TX 79936",(575) 448-9542
"Lauro I. Ortega, MD, PA, 5915 Silver Springs Dr Bldg 6A El Paso, TX 79912","Lauro I. Ortega, MD, PA","5915 Silver Springs Dr Bldg 6A El Paso, TX 79912",(915) 221-9240
"Northeast Family Clinic and Pediatrics, 9740 Dyer St Ste 111 El Paso, TX 79924",Northeast Family Clinic and Pediatrics,"9740 Dyer St Ste 111 El Paso, TX 79924",(915) 621-5043
"Oasis Integrated Health Solutions, 11206 Montwood Drive Ste 203 El Paso, TX 79936",Oasis Integrated Health Solutions,"11206 Montwood Drive Ste 203 El Paso, TX 79936",(915) 221-9508
"Una Vida, 7470 Cimarron Plaza Bldg 13; Ste 100 El Paso, TX 79911",Una Vida,"7470 Cimarron Plaza Bldg 13; Ste 100 El Paso, TX 79911",(915) 233-6524
"Xavier Munoz, 7812 Gateway East Blvd Ste 230 El Paso, TX 79915",Xavier Munoz,"7812 Gateway East Blvd Ste 230 El Paso, TX 79915",(915) 615-3183
"CC Wellness And Aesthetics, 2640 East Broadway suite 107 Pearland, TX 77581",CC Wellness And Aesthetics,"2640 East Broadway suite 107 Pearland, TX 77581",(346) 215-1385
"Blasthetics, 2309 S Cedar St Perryton, TX 79070",Blasthetics,"2309 S Cedar St Perryton, TX 79070",(806) 216-6670
"LuxeMe Aesthetics, 701 FM 685 Ste 520 Pflugerville, TX 78660",LuxeMe Aesthetics,"701 FM 685 Ste 520 Pflugerville, TX 78660",(737) 259-4512
"Magic Valley Medical Care Clinic & MedSpa, 306 West Park Ave Pharr, TX 78577",Magic Valley Medical Care Clinic & MedSpa,"306 West Park Ave Pharr, TX 78577",(956) 269-9466
"Optimum Womens Health Rio Grande Valley, 1106 W Sam Houston Blvd Pharr, TX 78577",Optimum Womens Health Rio Grande Valley,"1106 W Sam Houston Blvd Pharr, TX 78577",(956) 300-2109
"Medical Associates of Pilot Point, 1235 S Highway 377 Ste A Pilot Point, TX 76258",Medical Associates of Pilot Point,"1235 S Highway 377 Ste A Pilot Point, TX 76258",(903) 551-7155
"Aesthetic Collective - Plano, 7800 Dallas Pkwy Ste 100 Plano, TX 75024",Aesthetic Collective - Plano,"7800 Dallas Pkwy Ste 100 Plano, TX 75024",(940) 326-4789
"B Well Med Spa, 6300 Stonewood Dr Ste 110 Plano, TX 75024",B Well Med Spa,"6300 Stonewood Dr Ste 110 Plano, TX 75024",(972) 519-1600
"Bates Wellness Center, 6300 Stonewood Dr Ste 302 Plano, TX 75024",Bates Wellness Center,"6300 Stonewood Dr Ste 302 Plano, TX 75024",(972) 943-8597
"Elase MedSpa Plano, 7501 Lone Star Drive B140 Plano, TX 75024",Elase MedSpa Plano,"7501 Lone Star Drive B140 Plano, TX 75024",(940) 240-3253
"Genesis Health & Wellness Center, 3415 Custer Road Suite 116 Plano, TX 75023",Genesis Health & Wellness Center,"3415 Custer Road Suite 116 Plano, TX 75023",(940) 326-5442
